축제명,연령대,남성비율,여성비율
여주오곡나루축제,70세 이상,4.6,3.8
여주오곡나루축제,60~69세,10.0,10.1
여주오곡나루축제,50~59세,10.6,11.4
여주오곡나루축제,40~49세,8.9,8.3
여주오곡나루축제,30~39세,7.5,7.1
여주오곡나루축제,20~29세,5.0,4.9
여주오곡나루축제,10~19세,3.1,3.1
여주오곡나루축제,0~9세,0.7,0.8
