축제명,연령대,남성비율,여성비율
임실N치즈축제,70세 이상,4.5,4.2
임실N치즈축제,60~69세,11.9,11.4
임실N치즈축제,50~59세,10.7,12.1
임실N치즈축제,40~49세,8.4,7.5
임실N치즈축제,30~39세,7.0,7.2
임실N치즈축제,20~29세,4.6,5.0
임실N치즈축제,10~19세,2.2,2.2
임실N치즈축제,0~9세,0.6,0.7
