축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
임실N치즈축제,2023,4,13923.0,79355.0,40.0,93318.0,23329.5,,,N/A,93318.0,14.92,85.04,0.04,0.0
임실N치즈축제,2024,4,14949.0,93573.0,187.0,108709.0,27177.25,23329.5,16.5,93318,15391.0,13.75,86.08,0.17,16.49
임실N치즈축제,2025,5,16688.0,127842.0,126.0,144656.0,28931.2,27177.25,6.5,108709,35947.0,11.54,88.38,0.09,33.07
