축제명,연령대,남성비율,여성비율
목포항구축제,70세 이상,5.7,5.4
목포항구축제,60~69세,11.7,11.1
목포항구축제,50~59세,11.3,11.2
목포항구축제,40~49세,8.6,7.0
목포항구축제,30~39세,6.3,5.5
목포항구축제,20~29세,5.8,4.5
목포항구축제,10~19세,2.5,2.6
목포항구축제,0~9세,0.4,0.5
