축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
광주김치축제,2023,4,148203.0,160224.0,1858.0,310285.0,77571.25,,,N/A,310285.0,47.76,51.64,0.6,0.0
광주김치축제,2024,3,121341.0,157684.0,1186.0,280211.0,93403.6667,77571.25,20.4,310285,-30074.0,43.3,56.27,0.42,-9.69
광주김치축제,2025,3,130082.0,160917.0,1144.0,292143.0,97381.0,93403.6667,4.3,280211,11932.0,44.53,55.08,0.39,4.26
