축제명,연령대,남성비율,여성비율
대전효문화뿌리축제,70세 이상,6.9,5.1
대전효문화뿌리축제,60~69세,12.1,9.5
대전효문화뿌리축제,50~59세,11.2,10.5
대전효문화뿌리축제,40~49세,8.3,6.8
대전효문화뿌리축제,30~39세,6.9,6.2
대전효문화뿌리축제,20~29세,4.8,4.3
대전효문화뿌리축제,10~19세,3.0,3.1
대전효문화뿌리축제,0~9세,0.6,0.8
