축제명,연령대,남성비율,여성비율
함평나비축제,70세 이상,4.5,4.8
함평나비축제,60~69세,10.5,9.4
함평나비축제,50~59세,12.2,11.0
함평나비축제,40~49세,9.3,7.6
함평나비축제,30~39세,7.0,7.0
함평나비축제,20~29세,4.6,4.3
함평나비축제,10~19세,2.9,3.0
함평나비축제,0~9세,0.8,0.9
