축제명,연령대,남성비율,여성비율
진도신비의바닷길축제,70세 이상,7.4,6.8
진도신비의바닷길축제,60~69세,13.8,14.3
진도신비의바닷길축제,50~59세,10.7,11.5
진도신비의바닷길축제,40~49세,7.7,4.9
진도신비의바닷길축제,30~39세,6.8,4.2
진도신비의바닷길축제,20~29세,5.3,3.0
진도신비의바닷길축제,10~19세,1.3,1.3
진도신비의바닷길축제,0~9세,0.5,0.4
