축제명,연령대,남성비율,여성비율
부평풍물대축제,70세 이상,3.5,3.8
부평풍물대축제,60~69세,7.2,8.2
부평풍물대축제,50~59세,6.9,8.8
부평풍물대축제,40~49세,7.2,6.9
부평풍물대축제,30~39세,10.7,9.8
부평풍물대축제,20~29세,9.6,10.7
부평풍물대축제,10~19세,2.6,3.3
부평풍물대축제,0~9세,0.4,0.5
