축제명,연령대,남성비율,여성비율
남원춘향제,70세 이상,4.9,6.0
남원춘향제,60~69세,9.5,9.2
남원춘향제,50~59세,10.7,11.0
남원춘향제,40~49세,7.4,7.7
남원춘향제,30~39세,5.6,6.3
남원춘향제,20~29세,5.9,6.0
남원춘향제,10~19세,3.3,4.5
남원춘향제,0~9세,1.1,0.9
