축제명,연령대,남성비율,여성비율
원주한지문화제,70세 이상,2.1,2.2
원주한지문화제,60~69세,6.9,6.4
원주한지문화제,50~59세,9.0,9.6
원주한지문화제,40~49세,8.6,8.7
원주한지문화제,30~39세,8.6,8.2
원주한지문화제,20~29세,9.4,9.0
원주한지문화제,10~19세,5.3,4.4
원주한지문화제,0~9세,0.9,0.8
